ts,station_id,name,lat,lon,mm_5min,synthetic
2019-07-02T06:25:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.302,True
2019-07-02T06:25:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.247,True
2019-07-02T06:25:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,0.269,True
2019-07-02T06:40:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,0.515,True
2019-07-02T06:40:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,5.452,True
2019-07-02T06:40:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.215,True
2019-07-02T06:40:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.7,True
2019-07-02T06:40:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.406,True
2019-07-02T06:40:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,7.186,True
2019-07-02T06:40:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,5.051,True
2019-07-02T06:40:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,4.959,True
2019-07-02T06:40:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.232,True
2019-07-02T06:40:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,2.244,True
2019-07-02T06:55:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,0.373,True
2019-07-02T06:55:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,2.954,True
2019-07-02T06:55:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.231,True
2019-07-02T06:55:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.271,True
2019-07-02T06:55:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.181,True
2019-07-02T06:55:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,0.564,True
2019-07-02T06:55:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.243,True
2019-07-02T06:55:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,3.312,True
2019-07-02T06:55:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.239,True
2019-07-02T06:55:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,2.177,True
2019-07-02T07:10:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,0.23,True
2019-07-02T07:10:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,0.204,True
2019-07-02T07:10:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.254,True
2019-07-02T07:10:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.224,True
2019-07-02T07:10:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.284,True
2019-07-02T07:10:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,0.218,True
2019-07-02T07:10:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.263,True
2019-07-02T07:10:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.268,True
2019-07-02T07:10:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.291,True
2019-07-02T07:10:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,0.255,True
2019-07-02T07:25:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,0.572,True
2019-07-02T07:25:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,0.27,True
2019-07-02T07:25:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.21,True
2019-07-02T07:25:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.291,True
2019-07-02T07:25:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.204,True
2019-07-02T07:25:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,0.33,True
2019-07-02T07:25:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.339,True
2019-07-02T07:25:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.331,True
2019-07-02T07:25:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.263,True
2019-07-02T07:25:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,0.362,True
2019-07-02T07:40:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,3.204,True
2019-07-02T07:40:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,0.621,True
2019-07-02T07:40:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.238,True
2019-07-02T07:40:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.23,True
2019-07-02T07:40:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.255,True
2019-07-02T07:40:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,0.461,True
2019-07-02T07:40:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.327,True
2019-07-02T07:40:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.831,True
2019-07-02T07:40:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.234,True
2019-07-02T07:40:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,1.743,True
2019-07-02T07:55:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,2.026,True
2019-07-02T07:55:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,0.393,True
2019-07-02T07:55:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.231,True
2019-07-02T07:55:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.264,True
2019-07-02T07:55:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.198,True
2019-07-02T07:55:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,0.252,True
2019-07-02T07:55:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.237,True
2019-07-02T07:55:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.598,True
2019-07-02T07:55:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.26,True
2019-07-02T07:55:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,1.271,True
2019-07-02T08:10:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,0.357,True
2019-07-02T08:10:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,0.441,True
2019-07-02T08:10:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,2.613,True
2019-07-02T08:10:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,3.532,True
2019-07-02T08:10:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,4.642,True
2019-07-02T08:10:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,1.243,True
2019-07-02T08:10:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,2.801,True
2019-07-02T08:10:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.411,True
2019-07-02T08:10:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,2.066,True
2019-07-02T08:10:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,0.412,True
2019-07-02T08:25:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,1.139,True
2019-07-02T08:25:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,3.661,True
2019-07-02T08:25:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,1.988,True
2019-07-02T08:25:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,6.965,True
2019-07-02T08:25:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,6.093,True
2019-07-02T08:25:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,6.571,True
2019-07-02T08:25:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,6.311,True
2019-07-02T08:25:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,2.787,True
2019-07-02T08:25:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,1.313,True
2019-07-02T08:25:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,1.271,True
2019-07-02T08:40:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,4.949,True
2019-07-02T08:40:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,7.327,True
2019-07-02T08:40:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.879,True
2019-07-02T08:40:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,3.239,True
2019-07-02T08:40:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,2.404,True
2019-07-02T08:40:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,6.512,True
2019-07-02T08:40:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,5.925,True
2019-07-02T08:40:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,6.107,True
2019-07-02T08:40:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.826,True
2019-07-02T08:40:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,4.893,True
2019-07-02T08:55:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,1.307,True
2019-07-02T08:55:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,7.397,True
2019-07-02T08:55:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,1.026,True
2019-07-02T08:55:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,3.167,True
2019-07-02T08:55:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,2.273,True
2019-07-02T08:55:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,3.473,True
2019-07-02T08:55:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,3.033,True
2019-07-02T08:55:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,4.064,True
2019-07-02T08:55:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.815,True
2019-07-02T08:55:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,2.337,True
2019-07-02T09:10:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,1.405,True
2019-07-02T09:10:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,1.662,True
2019-07-02T09:10:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.385,True
2019-07-02T09:10:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,1.734,True
2019-07-02T09:10:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,1.541,True
2019-07-02T09:10:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,3.572,True
2019-07-02T09:10:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,2.997,True
2019-07-02T09:10:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,2.154,True
2019-07-02T09:10:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.359,True
2019-07-02T09:10:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,2.107,True
2019-07-02T09:25:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,1.409,True
2019-07-02T09:25:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,1.819,True
2019-07-02T09:25:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.203,True
2019-07-02T09:25:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.39,True
2019-07-02T09:25:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.341,True
2019-07-02T09:25:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,1.718,True
2019-07-02T09:25:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.777,True
2019-07-02T09:25:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,2.128,True
2019-07-02T09:25:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.27,True
2019-07-02T09:25:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,2.003,True
2019-07-02T09:40:00+05:30,BMC-FS-ANDHERI,Andheri fire station,19.1121617,72.8408627,0.277,True
2019-07-02T09:40:00+05:30,BMC-FS-CHEMBUR,Chembur fire station,19.0545248,72.8935199,0.32,True
2019-07-02T09:40:00+05:30,BMC-PS-COLABA,Colaba pumping station,18.9079312,72.8189501,0.25,True
2019-07-02T09:40:00+05:30,BMC-PS-HAJIALI,Haji Ali storm water pumping station,18.9786563,72.8122843,0.237,True
2019-07-02T09:40:00+05:30,BMC-WARD-B,B ward office (Dongri / Mazgaon),18.9614826,72.8333205,0.221,True
2019-07-02T09:40:00+05:30,BMC-WARD-FN,F North ward office (Matunga / Sion / Wadala),19.0265628,72.8542714,0.244,True
2019-07-02T09:40:00+05:30,BMC-WARD-GS,G South ward office (Worli / Lower Parel),19.0083095,72.8304651,0.259,True
2019-07-02T09:40:00+05:30,BMC-WARD-L,L ward office (Kurla),19.0705444,72.8788995,0.331,True
2019-07-02T09:40:00+05:30,IMD-CLB-43057,IMD Mumbai-Colaba observatory (Regional Meteorological Centre),18.8975995,72.8131691,0.245,True
2019-07-02T09:40:00+05:30,IMD-SCZ-43003,IMD Mumbai-Santacruz observatory,19.089,72.868,0.317,True
